EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,PrivateKey,PublicKey
3886,Britney,Kelly,12-Oct-18,,Sr. Network Engineer,Christine Mcgee,britney.kelly@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Wireless,06-12-1977,CT,Technician,Male,42646,Other,Single,Fully Meets,3,68841bf6d69bc7ce78fd6b727bd4c23b04ad9b60887a4e88579bbadd4d13b5c5,502f8909fc12227a20dd2b4f0d93bd83f631d14b8f91b4a6361951aa6568ba7107eff71a6f6cc3e1dbec684ae43a4797ccad4583e398e7aaa5826bbec5f09003
3887,Emanuel,Haas,22-Apr-22,15-May-23,Sr. Network Engineer,Jose Moran,emanuel.haas@bilearner.com,NEL,Leave of Absence,Contract,Zone B,Temporary,Retirement,Fact item service few contain less available.,IT/IS,General - Con,24-06-1954,CT,Flagger,Male,54502,White,Divorced,Exceeds,3,b3d815f1c4c16446e0c452064ab87e80a0d387c5abb8eac6e36a1b7e589f652b,a4c0842c91407600262688cceac0955dcab8bbace8687050f001f156ce0b1a07ce99b338a7d4705495ba855d25baa39723671fb883017835d762b5d5bc7227e5
3888,Karlie,Drake,05-Sep-21,08-Jul-22,Principal Data Architect,Jimmy Beck,karlie.drake@bilearner.com,PL,Leave of Absence,Full-Time,Zone B,Full-Time,Retirement,Too within that room.,IT/IS,Engineers,20-06-1987,MA,Engineer,Female,88391,Other,Divorced,Fully Meets,3,7a2c9cd5b588b12b9943edbd240dc974106380705829d58983006c94d31b65b0,8a4843380b81d29f54281ba31da729622df1aab42141c3f965b16fca86966217c844f59bb747509a5871364410be16d30677cf9542f0d7e435140da1805bdfc5
3889,Myla,Mullen,05-Sep-22,30-Oct-22,Network Engineer,Lisa Chase,myla.mullen@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Resignation,With affect give water contain lose subject wide.,Executive Office,General - Con,15-10-1982,MA,Foreman,Male,26421,Black,Single,Fully Meets,3,9a1451a7387b524a2ec5956138401b9a700c9aa8c2daf1b66b15040662d7e10f,10e6433ef8324d57155f0fe81a031200a25f5e88c7739a6b4efb9aa25fd8a6e1797e3fb01637d2c55b45afb1ce81df5ed20cfb34fd7a3f9e375863f172018697
3890,Alan,Holland,19-Jul-22,25-Apr-23,Network Engineer,Susan Livingston,alan.holland@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Resignation,Card around respond current seem along.,IT/IS,General - Con,20-08-1999,MA,Foreman,Male,85660,Asian,Divorced,Fully Meets,3,2e388f3f46c718e4cf28dfb41d1855760cb0cb8291c66bc4b6bfc13617d925ef,d12aca8c6f63f08d4f1f36cfd18d98096e37c1f458ef5b3816a3493c7954b9070872e224d692a94e9e1de5115cf990d57ba6c8b991742ec0534cd7a0d0f64b6b
3891,Brooklynn,Greene,26-May-22,,Network Engineer,April Castillo,brooklynn.greene@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Engineers,04-07-1960,MA,Engineer,Male,60107,Other,Single,Fully Meets,3,dba678d5b0671b3d8c22e0df44e0d1970b1285072b7ee15bbc576dcd6c8e51f5,bbedbc1ba432b2ec8e64ccd82d8d09eafe7ab381660164f180e24cd6323b9c37af12ec04db397a3b7ec45c7f9547978ee8114bca1b84a1447a082b6fbe34d117
3892,Maxwell,Mcpherson,31-Oct-22,,Network Engineer,Diane James,maxwell.mcpherson@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Engineers,01-04-1978,MA,Principal,Male,60831,Hispanic,Divorced,Fully Meets,3,51c37b9084431dc17b5e92b0644c8f5c5c09df40050c37d6578e8e1d2ee31361,e4064c7e3bda0363c90ba7a8e845faa467c26145254935be2a3f212fb68cbf59633e18392fa6a2563dd4e51b011fb9b3e532647ec1938de6f595e7727ed34163
3893,Lukas,Freeman,22-Mar-23,28-Jul-23,IT Support,Allison Shannon,lukas.freeman@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Involuntary,Series remember American lawyer probably be.,IT/IS,General - Con,15-04-1953,MA,Laborer,Female,68298,Asian,Married,Fully Meets,3,b3daedbdbff47b3197e8f937a1bc254dba7b1e163b2239ddbbbc232641da837f,b47030a08bbe8d05b8cd21629488144c6f8829739ddd530c56175228c527ce46b5b88bc84a9f2eba1ea33b86fd94f0b6be22bdbac6a52f6ae90ad290d7961a68
3894,Yesenia,Nielsen,29-May-23,,IT Support,David Long,yesenia.nielsen@bilearner.com,MSC,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Aerial,02-03-1959,MA,Lineman,Female,72913,Black,Married,Fully Meets,3,bc7175884e0ae297b40e7c27fd311d70fad01f434c6e61f0fa88ac3d5db89975,242e8dbf8351329914d8f7746c9ee6a6b4de2f9b4b4c6162531ac316f7b7953ba7199a94db34e0555bf1da415c97015a44b39b4dbc1cba4ff155cdbdcaf08fc4
3895,Myah,Marsh,23-Feb-20,08-Sep-21,IT Support,Kelly Hall,myah.marsh@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,Right hold rule similar yeah later floor.,IT/IS,Splicing,16-05-1943,MA,Tester,Female,3137,Other,Single,Fully Meets,3,9ae5e543fed78c840b6f0e8673c0b6b874db2d7b190f683ad9f848c80c7c2754,ad74a86a66fd784187356fa67052dd9181d3d2c2607d09eaae9b921ea765a9460a9ab06daa026f737d34fb721478f291c7af0e0bc34ee70307b4a434a0a0e644
3896,Korbin,Gilbert,13-Aug-19,10-Jul-22,IT Support,Rachel Sanchez,korbin.gilbert@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Involuntary,Meeting wind concern action. Scene western serve.,IT/IS,Engineers,20-11-1980,MA,Project Manager,Female,2618,Other,Widowed,Fully Meets,3,82e82ffe910faa8d212a8b0b6ff00b9433b8dae3b7fa81bcc1ea1eb2c954d2ed,4c9d476376cd19177198468287fd0fae3ee86b83599ceeac4280c511c6344391e5496954c6004b8a4e005043ca3e3cf7c55dbbe52754cd6048a1d8c1be6352f4
3897,Jenna,Maddox,25-Mar-19,13-Sep-21,Sr. Network Engineer,Hector Singleton,jenna.maddox@bilearner.com,NEL,Active,Part-Time,Zone A,Part-Time,Retirement,All machine best age ask court.,IT/IS,Aerial,31-03-1956,CT,Project Manager,Female,84396,Black,Married,Fully Meets,3,afaecb471f0b96e39714eb30781166bb4e07fbc6da2bd5788f4be70daf279d38,1274c3ef3925a353604a950ea3ea66c4ac2bdf8532b1fdde60861808da3250f9ff31f49d845d7e356a1171b6432c5c689e1dd996cad50c087d1a499186f5df67
3898,Anaya,Preston,14-Dec-18,11-Feb-23,Sr. Network Engineer,Denise Oconnor,anaya.preston@bilearner.com,PL,Leave of Absence,Part-Time,Zone C,Temporary,Retirement,Cut during return could hit view born present.,IT/IS,General - Con,11-07-1948,CT,Lineman,Male,83611,Asian,Single,Fully Meets,3,5c558741f41cee56ffc122c7cfa12732637294d34f261710d6c40380619ef660,aab0ee7241c594aba9ad358d58d243fe318ec4931e47b747c4224b4e3f5a006b05f74acf32220c2e00932398fd6ca4185f5c103d263ebb93d4607da70c3b8a57
3899,Eugene,Pena,07-Mar-21,31-Aug-21,Sr. Network Engineer,Ruben Cook,eugene.pena@bilearner.com,BPC,Leave of Absence,Contract,Zone B,Part-Time,Resignation,Issue teacher page true relate. Fight out learn.,IT/IS,Engineers,22-06-1943,CT,Engineer,Female,88656,Other,Divorced,Fully Meets,3,b35912e1b9355537fe18b70143547ff726fc5f1cc45c8e68c5fb481cd0999d83,ae88ce5ffb1c07b44fd50695cb73e03db7708710fb764134cc4f6081927a0af9db9a06574b81281d404d32f1725ea2a82e702de7ce35c0d2d3ef842179d1e10b
3900,Abel,Baker,16-Jun-23,,Principal Data Architect,Amy Duncan,abel.baker@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Field Operations,26-09-1995,MA,Field Technician,Female,79249,Asian,Single,Fully Meets,3,59e8ce339d8de05c6ec0df4b619d832a65d2dbc87da1bc4e0867b8df8feaec8c,e8b3632222df336954a0760104bd3d1bddce01f44f057061bca07beceebe2d68b1207f0e65c533d4b2213ee2b6c6a15eb1e19adaf387456fc5dcb3dfe93665d1
3901,Deven,Merritt,18-Jun-21,,Network Engineer,Anthony Cruz MD,deven.merritt@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unk,,Executive Office,Project Management - Eng,05-02-1988,MA,Project Manager,Male,3921,Hispanic,Single,Fully Meets,3,87ee120daa09d35c8a6e0180c87dcf9e98868620e5e04137bd5748e9f57b7c10,79f809f8664dab5b6ddbbce79db5e6554d776fa4cb4b8167926c97f0d163f040b1a648116b6dbeb3d9e02603f5b65bda08a6b9ebe464a657718b1a08b161662c
3902,Hadassah,Moran,22-May-23,16-Jun-23,Network Engineer,Michelle Perry,hadassah.moran@bilearner.com,MSC,Active,Contract,Zone B,Temporary,Resignation,Deep certainly boy record.,Executive Office,Wireline Construction,02-06-1964,MA,Groundman,Male,84876,Black,Single,Fully Meets,3,26c3557527a66572150f4b3b25733ef3a5cf2b8cc124057bc58e0afa8a69d09b,c4a232b2b6b507a6abe162dce70e9722ae1315a3c8c59393228a265ffe7efb02a5402ac4c08ffae46a0b5402bfea8abed7c216f603d7c9ce963fde5c54d893d8
3903,Hezekiah,Thompson,14-May-19,,Network Engineer,Victoria Shaw,hezekiah.thompson@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Field Operations,21-07-1993,MA,Driver,Male,66324,Hispanic,Single,Fully Meets,3,798d927fae85563e88373f8f5f62b612fc52274658feccc60daa106342c3667d,91a980605e5ccb9c8f77b6b667d68400bc5a38d728b238c0604a57500923d1b065c9290ce018929149ce99d9bf478bca8dae7562fad8622cb01558f875e4a547
3904,Quintin,Fry,27-Dec-20,,Network Engineer,Brad Lee,quintin.fry@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Engineers,03-03-1970,MA,Engineer,Male,86510,Asian,Widowed,Fully Meets,3,29aa576ab856423eae295d1fdfec07605321bbaf2488afa748d84979b86127b5,3a8086b6cf8fb282b8f991b902d3a82a198da87c5c0ee654e0096ec3349e9df1b0ca9fe98c8aff6407b1219d1e0e22d366b6373a3c0531f8c8a06127e96f1cea
3905,Alayna,Hess,04-Aug-20,04-Feb-22,Network Engineer,Todd Baker,alayna.hess@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Involuntary,Brother reduce since no during.,IT/IS,Billable Consultants,08-06-1958,MA,Engineer,Female,48843,Black,Widowed,Fully Meets,3,6ca0b02bde3eb649236428efd4f5c343fc6c7ad96b4186f79967b3902e2b80b4,7cdad979effb8b107263f6e1387c748226222ffc40541f8c081e04b5a816dc783e8cc62539b8b6f05d787d2df70c2979a512dea78bbfe8d8dc14538987b67758
3906,Amaris,Miller,25-Aug-20,,IT Support,Samuel Padilla,amaris.miller@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Unk,,IT/IS,Wireline Construction,05-09-1975,MA,Splicer,Female,70797,Other,Married,Fully Meets,3,d75b864c9acdb101e75385f826e9c071773e65c092ca791dfc36bd70eb9652ab,d9332a83d4d64bd869e27fd66243027a079c3fbed75b2655bcc36305e25d6e64782a9b6f03930e7fe25cd3ef738e623835744c8e082138f0a613fa4a097dd707
3907,Barrett,Wilcox,24-Feb-22,,IT Support,Michael Wright,barrett.wilcox@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Engineers,11-07-1964,MA,Director,Female,6437,White,Married,Fully Meets,3,79a9887a866164896ae6847319a0815bbf4474a2a0386fc5f863a6a2b79deed6,19fdec9f14896d382c9ebb69934a890f15ebe5906b93df5561b85cea8dfea19d80ef0c6b22ba0cd7080648833eb293aef5a9abf29719764fa9faa5d6926b6654
3908,Kimberly,Watson,06-Aug-19,21-Mar-21,IT Support,Bryan Foley,kimberly.watson@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Resignation,Reduce center top without.,IT/IS,Splicing,11-07-1986,MA,Splicer,Female,92289,Black,Married,Needs Improvement,3,545b0de5e369f18d67571380a71221715cf8da19fb57f9bfdeda6bcc6ec47a77,8a2021d22f032aae503e9b9004a1248d4cf00bff2d631164b501454429bbd5a745a6646bd06d0b23e802ebef77f4f57a332a40bc3672c0b5433436c44a17bd9e
3909,Rebecca,Park,01-Aug-21,24-Sep-21,IT Support,April Anderson MD,rebecca.park@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,Resignation,Expect maintain knowledge thus.,IT/IS,General - Eng,26-05-1944,MA,Administrative,Female,58900,Other,Married,Needs Improvement,3,8cb80cbf07a9cf433011c1fbb38fccca01bd050d954af710bec44f69d514a208,70cb2c840b0cf4c10c696806b00fbc8639b8de202f6ac6d202fb9cbd34792ae21a86d661c9a59f5e9c077802cf2bbc60a7648495912c75a59e57d3fe1138a198
3910,Caleb,Schneider,13-Jul-22,22-Jan-23,Sr. Network Engineer,Matthew Calderon DDS,caleb.schneider@bilearner.com,WBL,Active,Part-Time,Zone A,Part-Time,Voluntary,Concern morning while.,IT/IS,Wireless,22-02-1997,MA,Technician,Female,35673,White,Widowed,Needs Improvement,3,960fe508a584c3c071e1fad04de42d43095f91ae9e1f27f4f90549c2b9faf3a1,f523bb981044c175481f86acfcb42c1788809a682b35967177150544d2d3c0a265201f8b1df8a5ea91a45a9cc8ea64673bc2a7e1a4133a14b30ce9df81501eaf
3911,Vanessa,James,28-May-21,,Sr. Network Engineer,Bryan Ramos,vanessa.james@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Splicing,29-07-1950,CT,Splicer,Male,68952,White,Widowed,Fully Meets,3,9601afa372c68ad614817a339734d057689ada23f293191d6c9749efa5a7b013,97fdaa5eec48188690520468c48d05651ea3aaf000c16283e2487447bd0a9c692944b1fed8063b0c936f906e0f42cf6f6742006fd533d489c12946d095bb728f
3912,Maribel,Copeland,06-Jul-20,18-Jan-21,Sr. Network Engineer,Alan Harris,maribel.copeland@bilearner.com,PL,Leave of Absence,Part-Time,Zone C,Full-Time,Involuntary,Reach music five away. Too fish sure be.,IT/IS,General - Con,19-05-1968,CT,Foreman,Male,97493,Hispanic,Widowed,Needs Improvement,3,cc680692517918fe0a9d3ce5db52ee875353841877570e0692d2f2c2236af01e,5daf3b8819ff7bcecf093e203664a8e67df8609e220e0f70d392f72604cfe806f7c99e073ec9ef82cc873a164f08b6a578f0b75c40df6ea5778cc1c8dc42b311
3913,Henry,Zimmerman,14-Jan-20,08-Jun-22,Sr. Network Engineer,Rodney Hart,henry.zimmerman@bilearner.com,BPC,Leave of Absence,Full-Time,Zone A,Part-Time,Resignation,Management so author training floor stage could.,IT/IS,Project Management - Con,02-06-1942,MA,Purchasing,Female,69903,White,Married,Fully Meets,3,32a95ca684e7a6326887c18aadb5d237448468fb7d5d704675b6ed45802808c9,58a70ce858c3266d714c257fee628dbf9d7366e589e3b939fec5d40568e0c0de07d49068838eebcf1aaae7a834bcff516b81e5e144f14dc9a0c6f522daeb8fb2
3914,Nathanial,Booth,04-Feb-20,29-Jan-21,Network Engineer,Jorge Mayo,nathanial.booth@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Resignation,Whole shake score look.,Executive Office,Engineers,22-07-1958,MA,Project Manager,Male,9758,Other,Single,Exceeds,3,cd080a86d0a4203c192a26f86d2f47ce33ad7a293438481546ba909a84899448,42ca31b62972cb0654f751116bc0c75ef9708dad0b36eac86cf28137bea74159a7a52dc40ef9ac123085f1b21f94d3d9362102da6fc13b2e53ab5395e749e930
3915,Rhys,Barry,28-Aug-22,,Network Engineer,Kimberly Good,rhys.barry@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,Field Operations,03-05-1991,MA,Foreman,Male,31391,Other,Widowed,Fully Meets,3,b151d8f5769c8871c2e8c665980643b353acb223c0e7655e4324527e723c90ea,99f16ebe5d30967def51162aaa45cd0a1351b5c12364d1a5d9af28d4de1a09daaef284eb720e28b36620234fbc1cfb931cf626371de12775f60e1cdd9cfaca16
3916,Jonas,Rowland,27-Jun-22,,Network Engineer,Stephanie Harris,jonas.rowland@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Unk,,IT/IS,Project Management - Con,25-05-1964,MA,Coordinator,Male,14939,Other,Widowed,Fully Meets,3,4c5d8a42ab283950545be1bb1597b2802408cf2020827dd80daa9be4b4eadeba,a49c3b1b12c8ea82e6a851ca04179acc3df4a9f5117e189204c1b6f0cfb94c075f54a10efbb4762b23ad5f5a8a4e574687d4521e601f9c396a930a5216b961a5
3917,Chris,Vincent,19-Dec-19,31-Mar-23,Network Engineer,Ethan Allison,chris.vincent@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Retirement,Might control article admit may water.,IT/IS,General - Con,11-04-1993,MA,Technician,Female,89635,Black,Widowed,Exceeds,3,f19c19932c83593a807d08427d87938f6cbf5ba93462186ebb3c0fcf696aa877,73f2dde1a68ff8172df40e211492da13807f7eed72ae02e64774aea46b76b8d7701305b7865db1a988de8e8dfa0c074bc3ddb64b8e1bdadef494f6a900cb7659
3918,Myah,Waller,24-Sep-20,27-Mar-23,Network Engineer,Christian Mullen,myah.waller@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Voluntary,Road he court. Officer blood couple.,IT/IS,Field Operations,17-06-1960,MA,Laborer,Female,48262,Asian,Widowed,Fully Meets,3,19a35d21360f1605b3ef031c6b356e5b0a83b019c5aba89bf01b869bc0c6b8b7,8c7937ef940fbd19ebe6ef7c6035dd882d37eda538b8c8d172b165abc4ee1c0e4c401ccbf9b62e3c420c78b4b6753fd0921af1b65c35f1f84982357889fc8509
3919,Yaritza,Sherman,06-Jul-23,,IT Support,Debra Oneal,yaritza.sherman@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Field Operations,07-10-1944,MA,Tower Hand,Female,42410,Asian,Divorced,Fully Meets,3,6a0d838457fd3287556e65424e4c524b73e398d09d6920b6c126ce75e019c117,8b1835fa57bc1f1896b6b388cd5494d554e328a26c42eae97af1fa07843bd0d298829dce57ed828c179f73e6b4241cd463909a5eae361cf2d8920de987e30e0e
3920,Haley,Weaver,11-Apr-21,19-Dec-22,IT Support,Cynthia Willis,haley.weaver@bilearner.com,PL,Active,Full-Time,Zone A,Part-Time,Involuntary,Sit parent popular even travel level who.,IT/IS,Field Operations,04-11-1961,MA,Laborer,Female,62625,Other,Divorced,Fully Meets,3,4314efc31783925ec5107be79ec56ed5d05af85bf87c9922ab8922bea5de30ae,f3dd834839a6c7da973baafaa46b191b81dceddd28106a3e5681418adcbfa2e5966c4dd056e78626f9239fa0a534e97b948ba63f782fcef496965cb5f8148c58
3921,Alessandra,Lee,12-Feb-20,15-Jul-22,IT Support,Lauren Douglas,alessandra.lee@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Retirement,Form law draw east through particularly.,IT/IS,Splicing,30-11-1943,MA,Splicer,Female,56684,Other,Married,Fully Meets,3,6d764cec0670767eb01ebc4569cee8977e8998b4bf2d1b1ac310ea162e393f97,ebaae84b1b5a0aba8c208a553e62bb78b84e6b95a551b6427e3d3ab4c41f9473fc489d27901ccfbb7c4ee6cb41b1f2a81e33ad8caf5a02562899ff69c220113b
3922,Kaitlin,Hickman,25-Dec-18,,IT Support,Katherine Wright,kaitlin.hickman@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,General - Con,04-10-1996,MA,Lineman,Female,26513,White,Widowed,Fully Meets,3,425deeeaf90f5ace03877c89e8bee1c90a87f2c8bff1b7886232655d54ca76dd,d6e638f3cc1ce0c687853cb0f2e018a0000167b2fffaeb26cce66f0d4aec5a2a3e87d5759cefe65ba3507e4662a13396f748ca42f516616fa779f9eb2926879e
3923,Giancarlo,Juarez,25-Dec-21,19-Jun-23,Sr. Network Engineer,Jennifer Lester,giancarlo.juarez@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Involuntary,Mouth activity price take take rather.,IT/IS,Aerial,16-03-1955,MA,Foreman,Female,26918,Hispanic,Single,Exceeds,3,1a1211fb9b3d56f0fc73411f169255b53ff96f81511aa155aad8d6e4078e8d9d,a6b284510e240043ba670b0b4608928daa247920acb168e1e70fbed4c9ea0b8219040bb02df50762888a4ddc71edfa166c4ef67f0db8230c6ae394a9b52f569f
3924,Walter,Zuniga,22-May-21,,Sr. Network Engineer,Erin Tran,walter.zuniga@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,General - Con,27-04-1993,CT,Technician,Male,86917,Other,Widowed,Fully Meets,3,d4875e0d12f3c4fcd6335df4669d18a88889d347083b868b68def8e5a3db55f6,163436cbb7e321d37615c75e42e21b7bb9ecb56e3b8ba939e1add8921f2ed62ca31b19539f748b815cb48c864cbe31c3d5e3f5e99db3ad6204b6d52672447998
3925,Anna,Jordan,03-May-20,14-Nov-22,Sr. Network Engineer,Bill Barnes,anna.jordan@bilearner.com,PL,Leave of Absence,Contract,Zone C,Part-Time,Resignation,Environment Democrat personal design now.,IT/IS,General - Sga,15-10-1960,MA,Vp,Male,64495,Hispanic,Widowed,Fully Meets,3,160a022f9b09c68552fd6f6ce7b38fe73fc198a6e745065b9d33aad0befc89e9,4370c18ec75b70eb01d073e3aed87cbecc62d392f9c71d342373d9952582c1b95d5fde007f2ea9e83d824de5054f6edaa7352551a68651818bc10aa3bd301895
3926,Jeffery,Gamble,27-Feb-19,,Sr. Network Engineer,Nicole Morales,jeffery.gamble@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Wireless,16-12-1941,MA,Supervisor,Female,47528,Hispanic,Single,Needs Improvement,3,2b8f943d6405bae69439455e3a17dec838fdd2b427c52f26b32881f84a1fb6a3,d6d7bc35010d80265611a0b080b3b18c5aee8b94bd786c9f86f47e5a4c65a3d9a3120c2ca3fc11dbf31532ea8c1e2415e431b7a64097ff696823efb0ad4da1ba
3927,Misael,Hunter,01-Mar-20,05-Mar-22,Network Engineer,Gary Davidson,misael.hunter@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Involuntary,Four American something smile.,Executive Office,Aerial,12-10-1982,MA,Lineman,Male,50639,Other,Single,Fully Meets,3,41ba66150400bbf93eefb93026cf9a5a7a6d3de6dbb7e37e2314fd500f03c2bb,72ebbf977ef632e5ba0b2af4ce03490f2859f79e97e2d92f00c30b4db2e4c921910a3171da95307789c04a1ceeee3566a975a21dc04e5aee98a88f816f8d373f
3928,Audrina,Yu,27-Jan-21,18-Oct-21,Network Engineer,Walter Powell,audrina.yu@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Resignation,Red say check wish car food between member.,IT/IS,General - Con,11-07-1956,MA,Laborer,Male,59834,White,Widowed,Fully Meets,3,2d8e2e8efeb75521c403d25e0b58f106993d99cea736c2415d561e0989b264dc,e3bf87ee263bcf97a7e5f10a538679b042866cb04c2e1be477217f6d7c142ed3cb46a67948b1165b13d2c04cf44a48c060aeef75840c760f5f54d3d308f70af0
3929,Jeramiah,Foster,18-Jun-23,24-Jul-23,Network Engineer,Kimberly Wolf,jeramiah.foster@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Resignation,Whom part moment eye. Off wear be hold listen.,IT/IS,Wireline Construction,20-04-1977,MA,Clerk,Female,73645,Asian,Married,Fully Meets,3,0e7f7bd427855c936fc76c1d1c9afb9811a7c0fa74d1cf87b922262fd622b30c,ad62fbb3a36aafb4658cbf400c65a76ea4777f69646429fd34a25fb5287ce52fd7a58f870d841842ffd0f348ba683a944dc73d8f0b9922c86e5daf1d7c9a2473
3930,Bruce,Wallace,24-Nov-19,,Network Engineer,Patricia Andrews,bruce.wallace@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,General - Con,09-04-1984,MA,Helper,Female,65218,Asian,Married,Fully Meets,3,8c195aaa72fb62220614c0c8aba274f08c64b060d76f24d6449ac6991a0c0577,8308ad32415e259d443f3ed4c202427ab1c832b3c4f903ea484a5b674f7def0510f3d2debd9042e5cfa36401c116c856451139ac54e61c8f23230ff25bcc5b14
3931,Giovani,Nelson,24-Sep-21,,Network Engineer,Michelle King,giovani.nelson@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Engineers,26-06-1960,MA,Drafter,Male,34001,Black,Widowed,Fully Meets,3,7bb8a131fda21f3724ef9ae0d3f0e881c3611011d249c7e0e3f9010cfabd1b06,56bfc9a00c0f517284ad31a7e41c3bf5459bd6cc269a2c326a64b3a85e5d77cfdef2e038f435e501ab084bf49a01d19a22c50c2c7cc8b3d6f7dddd2566f5caeb
3932,Ari,Anthony,17-Aug-22,,IT Support,Kenneth Rodriguez,ari.anthony@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,General - Eng,21-04-1965,MA,Billing,Female,23569,Black,Single,Fully Meets,3,535215aefcda7a67150781e0331f4a20beb59065b04416e54477004cf9fd5c89,1611fb77cbbe6732883a18a56dd9b653cd1f11aa984df1b9b7e1e525439fa20a08e9186621e9ed872d3483e465d3172f2c4608d585f9ad433468ca6d684260c9
3933,Laylah,Branch,18-Apr-23,,IT Support,Kevin Hudson,laylah.branch@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Engineers,21-08-1967,MA,Engineer,Female,46935,White,Married,Fully Meets,3,14c927a93d00d67eee50ab715dace127c1db75b542ad65b9e4a21c8550b9f461,1b17aefa5deb2d2c5e4fb706d2e30711c6b4ca918849dea35088fa5aa62c48d331bdbcaa32fba1f5d9e891ec2b806144e0e9e2b59afae0e6c35cd3d9ad9bee9f
3934,Alanna,Mullins,15-Apr-20,13-May-22,IT Support,Dustin Sanchez,alanna.mullins@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Involuntary,Development operation wrong law room.,IT/IS,Executive,03-01-1979,MA,Vp,Female,80168,Asian,Widowed,Fully Meets,3,d5fb752d54819eeb5033cd24a0c5d88e9f6eb7dfd68e53e26765b7fde5b870df,8f54eebfaa3a6b45847b819f7284c398ce7ee91fc2dbfc70bc02164be8128ec32f1b0e4376a6a24c6ee15ff044caabab79f7f1580399f9650896d818e7d6b721
3935,Arjun,Tyler,25-Dec-20,,IT Support,Jennifer Flores,arjun.tyler@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Aerial,16-11-1993,MA,Lineman,Male,97304,White,Widowed,Fully Meets,3,aeb1c747583a46030719b6e2950ff1074ec0dfd8811ac7969aac08c54378ff2a,363e9188f77da2aa41c52d23aeac38c0a2f843906538dcc530b703d4bf8820ff1e82950126c2d9a140f63b5fa9bc58baa8eb20f6a0c2ca3c535530834a35b959
3936,Donald,Favis,21-Jul-22,01-May-23,Enterprise Architect,Stephen Rasmussen,donald.favis@bilearner.com,MSC,Terminated for Cause,Full-Time,Zone B,Temporary,Involuntary,Manage brother himself deal.,IT/IS,General - Sga,27-06-1998,CT,Director,Male,6033,Other,Widowed,Fully Meets,3,d7e0e8457c1077983f482752ba471252eadfb3fe4c97dfe7f4742246e7e2f35d,ad05503f6c4697121cf4a0c5429ee07d28073c50579bee107b8813c110d1eb5b9ea66890c64e932c0cf8492fba71ff792d1cddacecaed10a5858200d700d91ce
